Report,Report Currency,Manager,Fund,Vertical,Main operating country by revenues (Country),Main operating country by revenues (Continent),Sector,Technology,Customer Relationship Model,Business/Revenue Model,Company,Investment Type,Investment Instrument,Investment Status,Round,Investment date,Last Fair Value date,Number of Shares,Price Per Share,Last Price Per Share,Reported Investment,Calculate Investment,Investment diff, Investment Date EURUSD ,Reported Investment EUR,Calculate Investment EUR,Invest diff EUR,Reported NAV,Calculate NAV,NAV diff, Last Fair Value Date EURUSD ,Reported NAV EUR,Calculate NAV EUR,NAV Diff EUR, PnL 
3Q24,USD,Gospel,Gospel XYZ I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Web3,Other,Other,1Confirmation NFT,Follow On,Other,Active,Other,11/28/2022,6/30/2024,,,,210000,210000,0,1.03,203031.94,203031.94,0,210000,210000,0,1.07,195640.02,195640.02,0,-7391.92
3Q24,USD,Gospel,Gospel XYZ I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Web3,Other,Other,1Confirmation NFT,Follow On,Other,Active,Other,7/5/2023,6/30/2024,,,,210000,210000,0,1.09,193477.06,193477.06,0,210000,210000,0,1.07,195640.02,195640.02,0,2162.96
3Q24,USD,Gospel,Gospel XYZ I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Web3,Other,Other,1Confirmation NFT,Follow On,Other,Active,Other,11/17/2023,6/30/2024,,,,150000,150000,0,1.09,137412.97,137412.97,0,150000,150000,0,1.07,139742.87,139742.87,0,2329.9
3Q24,USD,Gospel,Gospel XYZ I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Web3,Other,Other,1Confirmation NFT,Follow On,Other,Active,Other,2/26/2024,6/30/2024,,,,210000,210000,0,1.09,193546.6,193546.6,0,210000,210000,0,1.07,195640.02,195640.02,0,2093.42
3Q24,USD,Gospel,Gospel XYZ I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Web3,Other,Other,1Confirmation NFT,Follow On,Other,Active,Other,7/23/2024,6/30/2024,,,,150000,150000,0,1.08,138260.32,138260.32,0,150000,150000,0,1.07,139742.87,139742.87,0,1482.56
4Q23,USD,Gospel,Gospel Explorer Fund I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,First Investment,Other,Exited,Other,10/15/2021,6/30/2022,,,,62500,62500,0,1.16,53882.1,53882.1,0,60362,60362,0,1.05,57613.82,57613.82,0,3731.72
4Q23,USD,Gospel,Gospel Explorer Fund I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,Follow On,Other,Exited,Other,10/15/2021,6/30/2022,,,,62500,62500,0,1.16,53882.1,53882.1,0,60362,60362,0,1.05,57613.82,57613.82,0,3731.72
1Q24,USD,Gospel,Gospel Explorer Fund I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,First Investment,Other,Exited,Other,10/15/2021,6/30/2022,,,,62500,62500,0,1.16,53882.1,53882.1,0,60362,60362,0,1.05,57613.82,57613.82,0,3731.72
1Q24,USD,Gospel,Gospel Explorer Fund I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,Follow On,Other,Exited,Other,10/15/2021,6/30/2022,,,,62500,62500,0,1.16,53882.1,53882.1,0,60362,60362,0,1.05,57613.82,57613.82,0,3731.72
2Q24,USD,Gospel,Gospel Explorer Fund I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,First Investment,Other,Exited,Other,10/15/2021,6/30/2022,,,,62500,62500,0,1.16,53882.1,53882.1,0,60362,60362,0,1.05,57613.82,57613.82,0,3731.72
2Q24,USD,Gospel,Gospel Explorer Fund I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,Follow On,Other,Exited,Other,10/15/2021,6/30/2022,,,,62500,62500,0,1.16,53882.1,53882.1,0,60362,60362,0,1.05,57613.82,57613.82,0,3731.72
3Q24,USD,Gospel,Gospel Explorer Fund I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,First Investment,Other,Exited,Other,10/15/2021,6/30/2022,,,,62500,62500,0,1.16,53882.1,53882.1,0,60362,60362,0,1.05,57613.82,57613.82,0,3731.72
3Q24,USD,Gospel,Gospel Explorer Fund I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,Follow On,Other,Exited,Other,10/15/2021,6/30/2022,,,,62500,62500,0,1.16,53882.1,53882.1,0,60362,60362,0,1.05,57613.82,57613.82,0,3731.72
4Q23,USD,Gospel,Gospel XYZ I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,Follow On,Other,Active,Other,6/30/2022,9/30/2023,,,,120723,120723,0,1.05,115226.69,115226.69,0,165050,165050,0,1.06,155928.2,155928.2,0,40701.51
1Q24,USD,Gospel,Gospel XYZ I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,Follow On,Other,Active,Other,6/30/2022,12/31/2023,,,,120723,120723,0,1.05,115226.69,115226.69,0,115073,115073,0,1.1,104277.18,104277.18,0,-10949.5
1Q24,USD,Gospel,Gospel XYZ I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,Follow On,Other,Active,Other,8/10/2023,12/31/2023,,,,37500,37500,0,1.1,34148.96,34148.96,0,35745,35745,0,1.1,32391.51,32391.51,0,-1757.46
2Q24,USD,Gospel,Gospel XYZ I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,Follow On,Other,Active,Other,6/30/2022,3/31/2024,,,,120723,120723,0,1.05,115226.69,115226.69,0,123071.79,123071.79,0,1.08,114037.72,114037.72,0,-1188.97
2Q24,USD,Gospel,Gospel XYZ I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,Follow On,Other,Active,Other,8/10/2023,3/31/2024,,,,37500,37500,0,1.1,34148.96,34148.96,0,38229.6,38229.6,0,1.08,35423.36,35423.36,0,1274.4
2Q24,USD,Gospel,Gospel XYZ I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,Follow On,Other,Active,Other,4/3/2024,3/31/2024,,,,25000,25000,0,1.08,23067.41,23067.41,0,25000,25000,0,1.08,23164.88,23164.88,0,97.47
3Q24,USD,Gospel,Gospel XYZ I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,Follow On,Other,Active,Other,6/30/2022,6/30/2024,,,,120723,120723,0,1.05,115226.69,115226.69,0,123387,123387,0,1.07,114949.69,114949.69,0,-276.99
3Q24,USD,Gospel,Gospel XYZ I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,Follow On,Other,Active,Other,8/10/2023,6/30/2024,,,,37500,37500,0,1.1,34148.96,34148.96,0,38328,38328,0,1.07,35707.1,35707.1,0,1558.14
3Q24,USD,Gospel,Gospel XYZ I,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,Other,Other,8-Bit Capital,Follow On,Other,Active,Other,4/3/2024,6/30/2024,,,,25000,25000,0,1.08,23067.41,23067.41,0,25552,25552,0,1.07,23804.73,23804.73,0,737.32
1Q24,USD,Dogma Partners,Dogma Partners IV,Growth,Mexico,LATAM,Others,Other,B2B,Other,99 Startups,First Investment,Other,Active,Pre-seed,2/16/2023,7/18/2023,,,,3117,3117,0,1.07,2922.62,2922.62,0,3117,3117,0,1.12,2776.05,2776.05,0,-146.57
2Q24,USD,Dogma Partners,Dogma Partners IV,Growth,Mexico,LATAM,Others,Other,B2B,Other,99 Startups,First Investment,Other,Active,Pre-seed,2/16/2023,7/18/2023,,,,4344,4344,0,1.07,4073.1,4073.1,0,4344,4344,0,1.12,3868.83,3868.83,0,-204.27
3Q24,USD,Dogma Partners,Dogma Partners IV,Growth,Mexico,LATAM,Others,Other,B2B,Other,99 Startups,First Investment,Other,Active,Pre-seed,2/16/2023,7/18/2023,,,,4326,4326,0,1.07,4056.22,4056.22,0,4326,4326,0,1.12,3852.8,3852.8,0,-203.42
4Q23,USD,Just Onegate,Just Onegate CAF I,Decarbonization,Switzerland,Rest of Europe,Logistics & Mobility,Other,B2B,Marketplace,ABB E-mobility Holding AG,First Investment,Equity,Active,Series B,2/7/2023,12/31/2023,,,,1445460.2,1445460.2,0,1.07,1347170.63,1347170.63,0,1226457.12,1226457.12,0,1.1,1111394.45,1111394.45,0,-235776.18
1Q24,USD,Just Onegate,Just Onegate CAF I,Decarbonization,Switzerland,Rest of Europe,Logistics & Mobility,Other,B2B,Marketplace,ABB E-mobility Holding AG,First Investment,Equity,Active,Series B,2/7/2023,3/31/2024,,,,1445460.2,1445460.2,0,1.07,1347170.63,1347170.63,0,1226457.12,1226457.12,0,1.08,1136429.2,1136429.2,0,-210741.43
2Q24,USD,Just Onegate,Just Onegate CAF I,Decarbonization,Switzerland,Rest of Europe,Logistics & Mobility,Other,B2B,Marketplace,ABB E-mobility Holding AG,First Investment,Equity,Active,Series B,2/7/2023,6/30/2024,,,,1445460.2,1445460.2,0,1.07,1347170.63,1347170.63,0,1226457.12,1226457.12,0,1.07,1142590.94,1142590.94,0,-204579.69
3Q24,USD,Just Onegate,Just Onegate CAF I,Decarbonization,Switzerland,Rest of Europe,Logistics & Mobility,Other,B2B,Marketplace,ABB E-mobility Holding AG,First Investment,Equity,Active,Series B,2/7/2023,6/30/2024,,,,1445460.2,1445460.2,0,1.07,1347170.63,1347170.63,0,1226457.12,1226457.12,0,1.07,1142590.94,1142590.94,0,-204579.69
2Q24,USD,Towercarbon,Towercarbon Q>1,Decarbonization,USA,North America,,,,,Acceleron Fusion Inc.,First Investment,Convertible Note,Active,Other,5/10/2024,5/10/2024,,,,101492,101492,0,1.08,94087.33,94087.33,0,101492,101492,0,1.08,94087.33,94087.33,0,0
3Q24,USD,Towercarbon,Towercarbon Q>1,Decarbonization,USA,North America,,,,,Acceleron Fusion Inc.,Follow On,Equity,Active,Series A,5/10/2024,5/10/2024,,,,85555,85555,0,1.08,79313.06,79313.06,0,88949,88949,0,1.08,82459.44,82459.44,0,3146.38
4Q23,EUR,Zumo Capital,Zumo Capital Climate Impact Fund,Decarbonization,Spain,Rest of Europe,Energy,Other,Other,Free-Model,ADEC GLOBAL S.L.,First Investment,Equity,Active,Other,12/23/2022,12/31/2023,1967,111.5,176.5,219281.21,219320.5,-39.29,1,219281.21,219320.5,-39.29,347122.49,347175.5,-53.01,1,347122.49,347175.5,-53.01,127855
1Q24,EUR,Zumo Capital,Zumo Capital Climate Impact Fund,Decarbonization,Spain,Rest of Europe,Energy,Other,Other,Free-Model,ADEC GLOBAL S.L.,First Investment,Equity,Active,Other,12/23/2022,3/31/2024,1967,111.5,184.09,219281.21,219320.5,-39.29,1,219281.21,219320.5,-39.29,279102.93,362105.03,-83002.1,1,279102.93,362105.03,-83002.1,142784.53
2Q24,EUR,Zumo Capital,Zumo Capital Climate Impact Fund,Decarbonization,Spain,Rest of Europe,Energy,Other,Other,Free-Model,ADEC GLOBAL S.L.,First Investment,Equity,Active,Other,12/23/2022,6/30/2024,1516,111.5,184.09,168672.28,169034,-361.72,1,168672.28,169034,-361.72,279102.93,279080.44,22.49,1,279102.93,279080.44,22.49,110046.44
3Q24,EUR,Zumo Capital,Zumo Capital Climate Impact Fund,Decarbonization,Spain,Rest of Europe,Energy,Other,Other,Free-Model,ADEC GLOBAL S.L.,First Investment,Equity,Active,Other,12/23/2022,9/30/2024,1516,111.5,188.53,169037.75,169034,3.75,1,169037.75,169034,3.75,285828.25,285811.48,16.77,1,285828.25,285811.48,16.77,116777.48
3Q24,USD,Dogma Partners,Dogma Partners IV,Growth,#NA,#NA,"Business Services (IT, Productivity, CRM, HR)",Other,B2B,Other,AEC,First Investment,Convertible Note,Active,Pre-seed,7/1/2024,7/1/2024,,,,20602,20602,0,1.07,19189.11,19189.11,0,20602,20602,0,1.07,19189.11,19189.11,0,0
4Q23,USD,Towercarbon,Towercarbon 419,Decarbonization,USA,North America,Industry & Materials,Chemicals,,,Aepnus Technology Inc.,First Investment,Other,Active,Other,3/29/2022,3/29/2022,,,,7220,7220,0,1.11,6509.72,6509.72,0,7220,7220,0,1.11,6509.72,6509.72,0,0
1Q24,USD,Towercarbon,Towercarbon 419,Decarbonization,USA,North America,Industry & Materials,Chemicals,,,Aepnus Technology Inc.,Follow On,Equity,Active,Seed,1/8/2024,1/8/2024,,,,16070,16070,0,1.09,14675.93,14675.93,0,19498,19498,0,1.09,17806.56,17806.56,0,3130.62
2Q24,USD,Towercarbon,Towercarbon 419,Decarbonization,USA,North America,Industry & Materials,Chemicals,,,Aepnus Technology Inc.,Follow On,Equity,Active,Seed,1/8/2024,1/8/2024,,,,15216,15216,0,1.09,13896.02,13896.02,0,18462,18462,0,1.09,16860.43,16860.43,0,2964.41
3Q24,USD,Towercarbon,Towercarbon 419,Decarbonization,USA,North America,Industry & Materials,Chemicals,,,Aepnus Technology Inc.,Follow On,Equity,Active,Seed,1/8/2024,1/8/2024,,,,14703,14703,0,1.09,13427.52,13427.52,0,17840,17840,0,1.09,16292.39,16292.39,0,2864.87
4Q23,USD,Towercarbon,Towercarbon 411,Decarbonization,USA,North America,Energy,Renewable Energy,,,Airloom Energy Inc.,Follow On,Convertible Note,Active,Other,4/12/2022,4/12/2022,,,,2400,2400,0,1.08,2216.95,2216.95,0,2400,2400,0,1.08,2216.95,2216.95,0,0
1Q24,USD,Towercarbon,Towercarbon 411,Decarbonization,USA,North America,Energy,Renewable Energy,,,Airloom Energy Inc.,Follow On,Convertible Note,Active,Other,4/12/2022,4/12/2022,,,,2396,2396,0,1.08,2213.25,2213.25,0,2396,2396,0,1.08,2213.25,2213.25,0,0
2Q24,USD,Towercarbon,Towercarbon 411,Decarbonization,USA,North America,Energy,Renewable Energy,,,Airloom Energy Inc.,Follow On,Equity,Active,Seed,4/12/2022,4/12/2022,,,,2667,2667,0,1.08,2463.58,2463.58,0,3900,3900,0,1.08,3602.54,3602.54,0,1138.96
3Q24,USD,Towercarbon,Towercarbon 411,Decarbonization,USA,North America,Energy,Renewable Energy,,,Airloom Energy Inc.,Follow On,Equity,Active,Seed,4/12/2022,4/12/2022,,,,2632,2632,0,1.08,2431.25,2431.25,0,3849,3849,0,1.08,3555.43,3555.43,0,1124.18
4Q23,USD,Towercarbon,Towercarbon CH4,Decarbonization,USA,North America,Energy,Renewable Energy,,,Airloom Energy Inc.,Follow On,Convertible Note,Active,Other,11/30/2023,11/30/2023,,,,5575,5575,0,1.09,5118.58,5118.58,0,5575,5575,0,1.09,5118.58,5118.58,0,0
1Q24,USD,Towercarbon,Towercarbon CH4,Decarbonization,USA,North America,Energy,Renewable Energy,,,Airloom Energy Inc.,Follow On,Convertible Note,Active,Other,11/30/2023,11/30/2023,,,,5438,5438,0,1.09,4992.79,4992.79,0,5438,5438,0,1.09,4992.79,4992.79,0,0
2Q24,USD,Towercarbon,Towercarbon CH4,Decarbonization,USA,North America,Energy,Renewable Energy,,,Airloom Energy Inc.,Follow On,Equity,Active,Seed,11/30/2023,11/30/2023,,,,5575,5575,0,1.09,5118.58,5118.58,0,7008,7008,0,1.09,6434.26,6434.26,0,1315.68
3Q24,USD,Towercarbon,Towercarbon CH4,Decarbonization,USA,North America,Energy,Renewable Energy,,,Airloom Energy Inc.,Follow On,Equity,Active,Seed,4/12/2023,4/12/2023,,,,5520,5520,0,1.1,5019.6,5019.6,0,6939,6939,0,1.1,6309.96,6309.96,0,1290.36
2Q24,USD,Towercarbon,Towercarbon SF6,Decarbonization,USA,North America,Energy,Renewable Energy,,,Airloom Energy Inc.,First Investment,Equity,Active,Series B,4/1/2024,4/1/2024,,,,194363,194363,0,1.07,181028.44,181028.44,0,194363,194363,0,1.07,181028.44,181028.44,0,0
3Q24,USD,Towercarbon,Towercarbon SF6,Decarbonization,USA,North America,Energy,Renewable Energy,,,Airloom Energy Inc.,First Investment,Equity,Active,Series B,4/1/2024,4/1/2024,,,,580219,580219,0,1.07,540412.23,540412.23,0,580219,580219,0,1.07,540412.23,540412.23,0,0
3Q24,USD,Gospel,Gospel Explorer Fund II,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2B,SaaS,Akua Technology Holding Ltd.,First Investment,Other,Active,Other,9/3/2024,9/3/2024,,,,1875000,1875000,0,1.1,1697062.95,1697062.95,0,1875000,1875000,0,1.1,1697062.95,1697062.95,0,0
4Q23,EUR,BeNable,BeNable INNVIERTE SCIENCE EQUITY FUND FCRE,Growth,Spain,Rest of Europe,Healthtech,Other,B2B2C,On-demand,"Ala Diagnostics, S.L.",First Investment,Equity,Active,Series B,6/1/2023,6/1/2023,42548,0.97,0.97,41228.59,41271.56,-42.97,1,41228.59,41271.56,-42.97,41228.59,41271.56,-42.97,1,41228.59,41271.56,-42.97,0
1Q24,EUR,BeNable,BeNable INNVIERTE SCIENCE EQUITY FUND FCRE,Growth,Spain,Rest of Europe,Healthtech,Other,B2B2C,On-demand,"Ala Diagnostics, S.L.",First Investment,Equity,Active,Series B,6/1/2023,6/1/2023,42548,0.97,0.97,41228.59,41271.56,-42.97,1,41228.59,41271.56,-42.97,41228.59,41271.56,-42.97,1,41228.59,41271.56,-42.97,0
2Q24,EUR,BeNable,BeNable INNVIERTE SCIENCE EQUITY FUND FCRE,Growth,Spain,Rest of Europe,Healthtech,Other,B2B2C,On-demand,"Ala Diagnostics, S.L.",First Investment,Equity,Active,Series B,6/1/2023,6/1/2023,42548,0.97,0.97,41228.59,41228.34,0.25,1,41228.59,41228.34,0.25,41228.59,41228.34,0.25,1,41228.59,41228.34,0.25,0
3Q24,EUR,BeNable,BeNable INNVIERTE SCIENCE EQUITY FUND FCRE,Growth,Spain,Rest of Europe,Healthtech,Other,B2B2C,On-demand,"Ala Diagnostics, S.L.",First Investment,Equity,Active,Series B,6/1/2023,6/1/2023,41689,0.97,0.97,40395.86,40438.33,-42.47,1,40395.86,40438.33,-42.47,40395.86,40438.33,-42.47,1,40395.86,40438.33,-42.47,0
4Q23,USD,Zasca C Fund,Zasca C Fund I,Growth,Mexico,LATAM,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2C,Other,Albo,First Investment,Other,Active,Series B,12/20/2022,9/30/2023,492,634.82,333.41,312528,312331.44,196.56,1.06,294138.46,293953.47,184.99,312528,164037.72,148490.28,1.06,295255.55,154971.87,140283.68,-138981.6
4Q23,USD,Zasca C Fund,Zasca C Fund I,Growth,Mexico,LATAM,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2C,Other,Albo,Follow On,Other,Active,Series C,9/30/2023,9/30/2023,209.88,333.41,333.41,69973,69974.42,-1.42,1.06,66105.81,66107.16,-1.35,69973,69974.42,-1.42,1.06,66105.81,66107.16,-1.35,0
1Q24,USD,Zasca C Fund,Zasca C Fund I,Growth,Mexico,LATAM,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2C,Other,Albo,First Investment,Other,Active,Series B,12/20/2022,9/30/2023,492.31,634.82,333.41,312528,312529.82,-1.82,1.06,294138.46,294140.18,-1.71,312528,164141.91,148386.09,1.06,295255.55,155070.3,140185.25,-139069.88
